,Bank Balance,Annual Salary,Defaulted?,0,1
4754,9084.0,320092.68,0,1,0
4755,5961.6,252707.52,0,1,0
4756,4756.2,234492.6,0,1,0
4757,19087.68,434910.0,0,0,1
4758,15983.76,248068.08,0,1,0
4759,433.08,444186.72,0,0,1
4760,4061.76,391998.12,0,0,1
4761,11908.2,267900.0,0,1,0
4762,13480.08,249427.68,0,1,0
4763,8923.44,448002.84,0,0,1
4764,13340.28,523908.84,0,0,1
4765,11635.92,481705.56,0,0,1
4766,11694.12,304161.36,0,0,1
4767,3427.8,322497.0,0,1,0
4768,7159.44,369175.92,0,0,1
4769,17014.92,456182.04,0,0,1
4770,12660.24,290256.6,0,1,0
4771,12014.64,537616.8,0,0,1
4772,9257.28,537723.6,0,0,1
4773,8070.84,273460.44,0,1,0
4774,18139.32,642083.28,1,0,1
4775,7220.28,378273.36,0,0,1
4776,15799.8,145988.76,0,1,0
4777,1465.08,559312.8,0,0,1
4778,10080.24,616207.68,0,0,1
4779,21190.68,216642.0,0,1,0
4780,21032.88,187162.68,0,1,0
4781,13775.76,486188.28,0,0,1
4782,22071.84,457249.08,0,0,1
4783,14500.8,389162.16,0,0,1
4784,11425.56,589648.8,0,0,1
4785,15013.8,542463.0,0,0,1
4786,2586.48,663341.16,0,0,1
4787,15533.52,489221.4,0,0,1
4788,5557.08,561126.0,0,0,1
4789,9782.88,314777.64,0,0,1
4790,10254.12,413565.24,0,0,1
4791,12744.72,429373.56,0,0,1
4792,12421.92,809408.28,0,0,1
4793,10564.8,722473.08,0,0,1
4794,10169.16,447642.84,0,0,1
4795,6350.28,602341.32,0,0,1
4796,13956.24,466833.12,0,0,1
4797,6840.24,491844.72,0,0,1
4798,0.0,351058.44,0,0,1
4799,8081.64,251118.0,0,1,0
4800,20740.08,401859.6,0,0,1
4801,15429.96,522089.64,0,0,1
4802,18142.68,273528.84,0,1,0
4803,8120.16,299877.96,0,0,1
4804,12126.24,435587.88,0,0,1
4805,7357.92,211985.76,0,1,0
4806,13611.6,227901.84,0,1,0
4807,3550.08,367227.24,0,0,1
4808,2478.48,178912.44,0,0,1
4809,14338.56,227320.8,0,1,0
4810,18613.08,535161.0,0,0,1
4811,14522.16,353522.28,0,0,1
4812,4894.32,573914.52,0,0,1
4813,18743.16,679374.24,0,0,1
4814,7230.6,513576.96,0,0,1
4815,7684.32,179265.24,0,1,0
4816,11132.04,479209.68,0,0,1
4817,17240.16,173018.04,0,1,0
4818,6630.6,579212.04,0,0,1
4819,10070.64,518564.28,0,0,1
4820,14987.4,168298.8,0,1,0
4821,11159.16,414425.52,0,0,1
4822,14385.96,483301.08,0,0,1
4823,5754.6,297671.04,0,0,1
4824,18280.44,535239.96,0,0,1
4825,11889.72,539594.52,0,0,1
4826,10686.84,171935.88,0,0,1
4827,8141.64,489642.84,0,0,1
4828,17546.64,354890.76,0,0,1
4829,0.0,585377.76,0,0,1
4830,5883.84,292836.96,0,1,0
4831,26595.96,296844.96,0,1,0
4832,16036.32,266946.12,0,0,1
4833,4260.72,442665.96,0,0,1
4834,13134.24,187410.24,0,1,0
4835,23632.92,284092.56,0,1,0
4836,15289.92,503324.16,0,0,1
4837,2690.04,402507.72,0,0,1
4838,9377.4,219618.96,0,1,0
4839,16331.4,557037.84,0,0,1
4840,2529.6,413626.8,0,0,1
4841,8060.76,317175.24,0,0,1
4842,3300.72,339194.04,0,0,1
4843,3674.28,367044.12,0,0,1
4844,3523.32,431347.92,0,0,1
4845,4732.92,632701.92,0,0,1
4846,12024.36,591832.08,0,0,1
4847,4290.24,356536.32,0,0,1
4848,11508.72,661079.88,0,0,1
4849,8812.08,589542.48,0,0,1
4850,3903.96,395539.92,0,0,1
4851,10925.76,567584.64,0,0,1
4852,5961.24,459793.68,0,0,1
4853,4999.56,639075.36,0,0,1
4854,18302.04,257125.08,0,1,0
4855,1497.0,549165.48,0,0,1
4856,0.0,624831.48,0,0,1
4857,10258.92,470283.6,0,0,1
4858,9554.04,327340.8,0,0,1
4859,12538.32,500714.76,0,0,1
4860,20288.04,664953.12,0,0,1
4861,11228.52,408804.6,0,0,1
4862,3677.52,441751.56,0,0,1
4863,8381.28,262836.48,0,0,1
4864,11687.88,551292.24,0,0,1
4865,5460.24,547337.76,0,0,1
4866,13604.4,313431.6,0,1,0
4867,7178.28,512813.28,0,0,1
4868,7385.76,549514.8,0,0,1
4869,15241.56,573810.72,0,0,1
4870,11483.04,610012.92,0,0,1
4871,13140.96,217052.64,0,1,0
4872,1722.72,652935.12,0,0,1
4873,7248.72,254252.52,0,1,0
4874,0.0,467449.32,0,0,1
4875,0.0,453902.64,0,0,1
4876,14159.88,227452.68,0,1,0
4877,4051.8,441444.24,0,0,1
4878,10267.2,484952.76,0,0,1
4879,5250.96,668651.64,0,0,1
4880,7161.72,208768.2,0,1,0
4881,20704.68,238991.16,0,1,0
4882,7434.48,468594.0,0,0,1
4883,7535.88,675193.8,0,0,1
4884,2238.24,440610.12,0,0,1
4885,13116.36,146148.48,0,1,0
4886,8211.24,509254.92,0,0,1
4887,11557.08,397323.6,0,0,1
4888,2286.0,644287.08,0,0,1
4889,819.72,627886.8,0,0,1
4890,16043.64,397785.24,0,0,1
4891,4469.16,644343.6,0,0,1
4892,13140.36,435389.64,0,0,1
4893,9757.56,711713.76,0,0,1
4894,380.4,506299.92,0,0,1
4895,7869.96,447210.96,0,0,1
4896,16082.88,449571.84,0,0,1
4897,10575.12,500746.2,0,0,1
4898,8216.64,335414.4,0,0,1
4899,13900.56,732657.12,0,0,1
4900,11343.24,464862.48,0,0,1
4901,5586.96,187507.56,0,1,0
4902,11995.56,616628.4,0,0,1
4903,13724.16,576538.8,0,0,1
4904,8032.56,201662.28,0,1,0
4905,10067.64,256889.4,0,1,0
4906,16616.88,277004.04,0,1,0
4907,16812.84,261735.24,0,1,0
4908,19094.28,450017.88,0,0,1
4909,648.6,559945.32,0,0,1
4910,10355.04,441290.64,0,0,1
4911,8546.52,354557.88,0,0,1
4912,10907.16,489085.08,0,0,1
4913,9348.96,380531.64,0,0,1
4914,1192.56,200703.0,0,1,0
4915,12972.0,388134.96,0,0,1
4916,13491.0,330253.8,0,0,1
4917,11080.92,397466.64,0,0,1
4918,13154.64,367839.12,0,0,1
4919,11996.04,617051.76,0,0,1
4920,0.0,199219.68,0,0,1
4921,6213.84,152086.92,0,1,0
4922,17542.68,462708.84,0,0,1
4923,8388.6,500673.72,0,0,1
4924,14892.72,55974.84,0,1,0
4925,16569.0,631978.56,0,0,1
4926,6743.52,486664.92,0,0,1
4927,13473.0,565689.96,0,0,1
4928,8834.88,165078.6,0,1,0
4929,7721.76,551110.68,0,0,1
4930,13693.92,531998.52,0,0,1
4931,15286.68,241253.16,0,1,0
4932,15672.6,249316.68,0,1,0
4933,10091.88,184874.52,0,1,0
4934,3471.0,558606.36,0,0,1
4935,9097.56,398646.96,0,0,1
4936,11168.64,558015.36,0,0,1
4937,26125.8,211917.0,1,1,0
4938,0.0,298715.04,0,0,1
4939,6789.96,252506.76,0,1,0
4940,12913.56,283590.24,0,0,1
4941,12382.44,224021.76,0,1,0
4942,9220.8,185014.08,0,1,0
4943,8285.04,231284.76,0,1,0
4944,5638.08,615699.84,0,0,1
4945,7414.32,602133.24,0,0,1
4946,21348.6,188277.36,0,1,0
4947,0.0,572036.4,0,0,1
4948,23139.36,425905.56,1,0,1
4949,13484.64,674612.16,0,0,1
4950,9535.8,492403.08,0,0,1
4951,17136.84,237819.48,0,1,0
4952,12345.24,484161.96,1,0,1
4953,12074.4,606021.12,0,0,1
4954,8301.0,545051.64,0,0,1
4955,6298.08,495221.04,0,0,1
4956,5926.92,448910.16,0,0,1
4957,18251.76,450126.48,0,0,1
4958,7980.48,564747.0,0,0,1
4959,18245.28,221549.16,0,1,0
4960,13137.36,410290.56,0,0,1
4961,8821.08,539199.84,0,0,1
4962,8180.28,399925.32,0,0,1
4963,4512.36,608979.24,0,0,1
4964,24455.28,516192.84,1,0,1
4965,19562.4,170791.92,0,1,0
4966,0.0,262580.52,0,1,0
4967,2213.16,440779.56,0,0,1
4968,4195.92,472695.84,0,0,1
4969,8082.72,590036.76,0,0,1
4970,992.64,504581.28,0,0,1
4971,14965.44,606478.92,0,0,1
4972,7687.68,350839.56,0,1,0
4973,3281.4,629913.0,0,0,1
4974,0.0,424525.68,0,0,1
4975,9645.96,401013.24,0,0,1
4976,14980.56,449638.32,0,0,1
4977,0.0,484179.72,0,0,1
4978,15686.4,232578.48,0,1,0
4979,0.0,549520.68,0,0,1
4980,14233.2,604247.16,0,0,1
4981,12450.84,225234.96,0,1,0
4982,22536.0,209678.16,1,1,0
4983,8834.76,435763.56,0,0,1
4984,3121.92,402620.64,0,0,1
4985,13244.16,170708.64,0,1,0
4986,10632.72,124543.68,0,1,0
4987,2653.92,516874.68,0,0,1
4988,13176.72,352834.44,0,0,1
4989,0.0,464240.16,0,0,1
4990,9923.4,563352.6,0,0,1
4991,6839.64,467784.24,0,0,1
4992,15792.72,543702.72,0,0,1
4993,1040.76,615090.96,0,0,1
4994,17506.08,298206.96,0,0,1
4995,14921.4,494218.8,0,0,1
4996,9489.12,502909.32,0,0,1
4997,23966.04,603283.2,0,0,1
4998,11530.92,351653.52,0,0,1
4999,7762.32,346041.12,0,0,1
5000,3451.8,185296.44,0,1,0
5001,7568.04,675201.12,0,0,1
5002,7326.0,343968.48,0,0,1
5003,14690.76,413882.76,0,0,1
5004,3922.44,585072.36,0,0,1
5005,3903.36,187730.88,0,1,0
5006,7485.12,230303.64,0,1,0
5007,16733.76,529110.6,0,0,1
5008,11149.08,426861.36,0,0,1
5009,10652.88,521746.68,0,0,1
5010,0.0,319183.68,0,0,1
5011,1526.64,117618.0,0,1,0
5012,11836.32,500256.72,0,0,1
5013,17163.96,250163.52,0,1,0
5014,12316.32,674185.56,1,0,1
5015,6672.24,404460.96,0,0,1
5016,12221.28,647547.36,0,0,1
5017,13004.52,204486.24,0,1,0
5018,19233.72,416403.24,0,0,1
5019,11056.2,571331.52,0,0,1
5020,9233.4,260615.28,0,1,0
5021,3477.96,166975.2,0,1,0
5022,11464.08,555721.32,0,0,1
5023,4653.48,464944.32,0,0,1
5024,16091.64,224711.4,0,1,0
5025,15034.68,427052.64,0,0,1
5026,5224.68,394887.96,0,0,1
5027,5892.6,446634.24,0,0,1
5028,13350.12,531580.68,0,0,1
5029,9947.76,668361.6,0,0,1
5030,6820.2,467567.52,0,0,1
5031,8068.92,198101.16,0,1,0
5032,11181.36,447364.92,0,0,1
5033,11793.24,289746.36,0,1,0
5034,8238.36,309357.36,0,1,0
5035,12834.36,416328.0,0,0,1
5036,10367.4,205909.92,0,0,1
5037,11717.4,126498.84,0,1,0
5038,19038.0,587111.16,1,0,1
5039,6529.56,598806.96,0,0,1
5040,2387.16,605565.36,0,0,1
5041,12314.28,428225.76,0,0,1
5042,15810.72,488781.12,0,0,1
5043,0.0,399869.76,0,0,1
5044,4303.32,572265.6,0,0,1
5045,18136.44,179791.2,0,1,0
5046,4319.04,626977.44,0,0,1
5047,6352.08,206949.6,0,1,0
5048,10662.72,261842.64,0,1,0
5049,23451.96,420810.36,1,0,1
5050,1581.0,443373.36,0,0,1
5051,6226.8,554310.6,0,0,1
5052,19119.96,138848.76,0,1,0
5053,17676.36,217307.52,1,1,0
5054,18335.04,535688.88,0,0,1
5055,16198.92,577236.36,0,0,1
5056,4462.56,560190.6,0,0,1
5057,9096.24,663343.08,0,0,1
5058,15681.96,690736.92,0,0,1
5059,7270.2,706714.92,0,0,1
5060,13022.88,261669.48,0,0,1
5061,18986.76,242576.28,0,1,0
5062,12941.76,491331.24,0,0,1
5063,8539.92,428894.4,0,0,1
5064,14453.52,473024.52,0,0,1
5065,10622.52,224324.76,0,1,0
5066,21550.56,310542.24,0,0,1
5067,2771.04,433672.92,0,0,1
5068,12462.72,204669.6,0,1,0
5069,8777.76,226119.24,0,0,1
5070,20810.76,451459.56,0,0,1
5071,7686.24,363931.32,0,0,1
5072,2617.32,465193.32,0,0,1
5073,10948.68,322286.04,0,0,1
5074,8712.48,507269.28,0,0,1
5075,4903.44,427471.2,0,0,1
5076,3716.88,400002.72,0,0,1
5077,16711.44,648326.4,0,0,1
5078,7044.48,191277.84,0,1,0
5079,10779.24,578806.56,0,0,1
5080,3910.08,448712.16,0,0,1
5081,10752.36,365424.48,0,0,1
5082,9645.12,576163.32,0,0,1
5083,6110.4,556420.68,0,0,1
5084,12372.24,198823.56,0,1,0
5085,9388.92,417967.56,0,0,1
5086,14020.56,508657.44,0,0,1
5087,6739.44,435201.72,0,0,1
5088,10206.24,428205.96,0,0,1
5089,9030.12,227524.44,0,0,1
5090,2946.12,375686.88,0,0,1
5091,20805.84,315966.12,1,0,1
5092,7088.04,714890.64,0,0,1
5093,8538.96,213369.12,0,1,0
5094,9982.2,237568.32,0,1,0
5095,16136.52,314584.68,0,0,1
5096,2696.28,660487.32,0,0,1
5097,4340.88,648856.08,0,0,1
5098,15873.72,576199.44,0,0,1
5099,12520.44,336951.12,0,0,1
5100,17706.24,583844.16,0,0,1
5101,9744.96,501855.6,0,0,1
5102,3453.48,156720.12,0,1,0
5103,9303.72,464655.0,0,0,1
5104,4135.44,518958.96,0,0,1
5105,4469.16,206916.6,0,1,0
5106,25062.36,216939.96,0,1,0
5107,11356.8,369240.84,0,0,1
5108,8104.56,443058.96,0,0,1
5109,12153.24,436874.88,0,0,1
5110,12143.28,222111.6,0,1,0
5111,5428.44,713149.44,0,0,1
5112,13109.88,367856.28,0,0,1
5113,858.96,739059.0,0,0,1
5114,15828.48,693226.8,0,0,1
5115,3195.36,494451.48,0,0,1
5116,4451.52,303856.2,0,0,1
5117,10184.64,499031.4,0,0,1
5118,6088.8,424240.92,0,0,1
5119,3207.96,236384.52,0,1,0
5120,5050.8,477176.4,0,0,1
5121,1555.2,626030.76,0,0,1
5122,3926.88,480739.44,0,0,1
5123,8136.84,765501.84,0,0,1
5124,2389.56,238963.2,0,1,0
5125,14588.4,403187.64,0,0,1
5126,5528.16,445551.24,0,0,1
5127,15608.64,111198.36,0,1,0
5128,6414.84,447372.48,0,0,1
5129,15702.36,686290.44,0,0,1
5130,6084.84,513038.28,0,0,1
5131,2367.96,294745.44,0,0,1
5132,9837.96,196956.0,0,1,0
5133,0.0,684043.08,0,0,1
5134,17877.36,363559.32,0,0,1
5135,6978.24,637206.84,0,0,1
5136,3435.48,234643.68,0,1,0
5137,4462.44,551398.92,0,0,1
5138,11913.36,199023.84,0,1,0
5139,9097.68,285102.96,0,1,0
5140,14090.28,426401.76,0,0,1
5141,14353.2,286214.64,0,1,0
5142,7358.76,415974.84,0,0,1
5143,11627.64,405158.28,0,0,1
5144,13815.6,172617.24,0,1,0
5145,10184.4,422314.08,0,0,1
5146,11869.08,243144.24,0,1,0
5147,1112.88,488671.08,0,0,1
5148,19859.16,398157.36,0,0,1
5149,2550.0,643433.76,0,0,1
5150,886.68,531706.92,0,0,1
5151,8305.92,451107.12,0,0,1
5152,11490.96,483789.24,0,0,1
5153,828.24,498798.96,0,0,1
5154,16729.56,515052.24,0,0,1
5155,15814.44,439330.68,0,0,1
5156,7225.2,642644.64,0,0,1
5157,5161.44,493263.48,0,0,1
5158,2543.76,401378.88,0,0,1
5159,6529.68,406338.6,0,0,1
5160,11326.08,200421.36,0,1,0
5161,16946.28,447396.12,1,0,1
5162,16997.28,397194.0,0,0,1
5163,2319.36,448519.8,0,0,1
5164,10286.88,805488.72,0,0,1
5165,13584.96,356583.6,0,0,1
5166,17872.32,453100.92,0,0,1
5167,18328.32,407082.36,0,0,1
5168,17124.6,219222.36,0,1,0
5169,11578.32,524939.76,0,0,1
5170,3913.8,395039.64,0,0,1
5171,10395.6,791183.4,0,0,1
5172,7513.92,408094.92,0,0,1
5173,10034.28,519301.8,0,0,1
5174,9918.72,532461.0,0,0,1
5175,1225.44,399602.28,0,0,1
5176,19311.6,633035.64,0,0,1
5177,1685.52,134154.0,0,1,0
5178,13775.76,249196.8,0,0,1
5179,10263.48,428988.36,0,0,1
5180,20186.4,436403.88,0,0,1
5181,8277.84,363657.36,0,0,1
5182,20472.6,394808.52,0,0,1
5183,5754.24,524923.44,0,0,1
5184,9184.32,143716.92,0,1,0
5185,10731.96,543008.76,0,0,1
5186,11923.8,321227.52,0,0,1
5187,4541.88,223917.24,0,1,0
5188,6912.84,162439.32,0,1,0
5189,25363.56,253208.64,1,1,0
5190,6512.4,491954.52,0,0,1
5191,5923.56,246002.52,0,1,0
5192,0.0,351871.56,0,0,1
5193,14226.96,573390.0,0,0,1
5194,20638.44,269182.32,0,1,0
5195,5949.0,532336.68,0,0,1
5196,6406.68,405429.0,0,0,1
5197,1801.68,463324.56,0,0,1
5198,15586.8,179703.12,0,1,0
5199,11486.88,692380.92,0,0,1
5200,10043.16,612383.28,0,0,1
5201,16808.4,276999.12,0,1,0
5202,10287.96,308906.04,0,0,1
5203,10521.24,591494.04,0,0,1
5204,11751.84,330418.92,0,0,1
5205,5900.4,100226.52,0,1,0
5206,19460.52,455645.64,0,0,1
5207,7723.44,531012.24,0,0,1
5208,4125.6,239661.36,0,1,0
5209,20534.04,222949.2,1,0,1
5210,14040.36,399991.56,0,0,1
5211,7658.4,175696.56,0,1,0
5212,17494.08,221963.16,0,1,0
5213,4606.32,380996.16,0,0,1
5214,7416.36,533034.6,0,0,1
5215,6782.64,348188.64,0,0,1
5216,3481.8,394350.72,0,0,1
5217,6923.28,273610.44,0,1,0
5218,7597.56,648412.32,0,0,1
5219,16207.56,142259.76,0,1,0
5220,10722.72,276405.72,0,1,0
5221,10743.84,250432.32,0,1,0
5222,17646.84,533883.84,0,0,1
5223,9471.12,526024.08,0,0,1
5224,2625.24,624895.92,0,0,1
5225,6380.28,189534.96,0,1,0
5226,15222.48,256042.68,0,1,0
5227,0.0,408483.72,0,0,1
5228,12558.72,318665.88,0,0,1
5229,4679.88,348385.32,0,0,1
5230,7706.76,429600.96,0,0,1
5231,4703.88,420154.44,0,0,1
5232,17804.28,699726.12,0,0,1
5233,5262.84,209269.32,0,1,0
5234,10774.32,570690.24,0,0,1
5235,0.0,500320.68,0,0,1
5236,9319.68,184066.68,0,1,0
5237,1349.64,411840.36,0,0,1
5238,7613.76,680713.44,0,0,1
5239,9503.4,574638.24,0,0,1
5240,13059.48,517614.36,0,0,1
5241,24220.32,185674.2,0,1,0
5242,17647.68,480962.52,0,0,1
5243,7334.52,236799.0,0,1,0
5244,13404.96,508661.04,0,0,1
5245,19079.88,507219.36,0,0,1
5246,0.0,694781.04,0,0,1
5247,7634.88,470068.32,0,0,1
5248,8572.8,208952.64,0,1,0
5249,11361.36,154576.8,0,1,0
5250,1296.72,502083.96,0,0,1
5251,9802.68,629908.2,0,0,1
5252,70.56,550085.64,0,0,1
5253,9141.0,166669.56,0,0,1
5254,14085.36,189885.72,0,1,0
5255,17021.76,456409.68,0,0,1
5256,10372.32,125817.24,0,1,0
5257,13213.92,171684.0,0,1,0
5258,0.0,559388.4,0,0,1
5259,0.0,525387.12,0,0,1
5260,6987.84,350878.2,0,0,1
5261,4428.6,461026.44,0,0,1
5262,11592.6,122096.76,0,0,1
5263,4793.4,651959.04,0,0,1
5264,622.68,502070.04,0,0,1
5265,5530.56,480552.36,0,0,1
5266,13668.12,443502.96,0,0,1
5267,8490.84,585484.8,0,0,1
5268,12415.2,223368.48,0,1,0
5269,1426.44,513882.84,0,0,1
5270,5532.0,186648.36,0,1,0
5271,12687.24,512782.56,0,0,1
5272,12425.88,500572.44,0,0,1
5273,12123.36,410267.76,0,0,1
5274,0.0,494397.6,0,0,1
5275,7872.24,436193.28,0,0,1
5276,6469.68,282737.16,0,0,1
5277,16529.52,592872.84,0,0,1
5278,15865.8,255270.96,0,1,0
5279,16723.08,279142.32,0,1,0
5280,15888.12,541376.88,0,0,1
5281,12246.36,427831.92,0,0,1
5282,24402.48,499550.88,0,0,1
5283,10663.68,239311.2,0,0,1
5284,16201.44,474671.52,0,0,1
5285,23232.72,160533.96,1,1,0
5286,16883.04,197125.2,0,1,0
5287,3394.08,353737.68,0,0,1
5288,7212.96,303832.44,0,0,1
5289,19673.16,176193.36,0,1,0
5290,582.36,199767.72,0,1,0
5291,3894.0,613678.56,0,0,1
5292,10636.8,167950.68,0,1,0
5293,11609.28,620093.04,0,0,1
5294,8540.88,545038.56,0,0,1
5295,18574.56,607660.08,0,0,1
5296,14407.08,165275.88,0,1,0
5297,0.0,542413.56,0,0,1
5298,17459.76,525854.64,0,0,1
5299,4265.28,553770.24,0,0,1
5300,0.0,563133.36,0,0,1
5301,0.0,597412.08,0,0,1
5302,3394.44,479532.48,0,0,1
5303,3644.64,348576.48,0,0,1
5304,1893.12,434475.48,0,0,1
5305,3600.0,494273.4,0,0,1
5306,5567.76,519966.6,0,0,1
5307,19850.76,474961.56,0,0,1
5308,9150.84,546322.68,0,0,1
5309,22654.56,262814.16,0,1,0
5310,14475.12,415461.24,0,0,1
5311,2971.8,245337.0,0,1,0
5312,6921.6,470517.96,0,0,1
5313,14572.92,216662.88,0,1,0
5314,11853.0,482923.44,0,0,1
5315,15084.24,230974.8,0,1,0
5316,6289.08,483829.44,0,0,1
5317,14834.52,280368.6,0,1,0
5318,12104.16,823324.92,0,0,1
5319,17697.36,208589.64,0,1,0
5320,9268.56,443968.08,0,0,1
5321,8418.6,474318.96,0,0,1
5322,0.0,345576.48,0,0,1
5323,13990.8,179631.48,0,1,0
5324,0.0,338718.72,0,0,1
5325,17150.64,486778.68,0,0,1
5326,9680.04,208316.04,0,1,0
5327,6337.08,556672.08,0,0,1
5328,11561.16,721009.56,0,0,1
5329,9174.36,270943.68,0,1,0
5330,6884.4,593589.0,0,0,1
5331,16924.44,748740.48,0,0,1
5332,9800.88,567267.96,0,0,1
5333,14646.24,146344.32,0,1,0
5334,2945.28,649596.48,0,0,1
5335,13006.92,103008.96,0,1,0
5336,5824.2,176115.6,0,0,1
5337,8133.12,603708.72,0,0,1
5338,3439.92,413994.36,0,0,1
5339,10127.04,249048.24,0,1,0
5340,9982.08,494971.68,0,0,1
5341,12291.96,405989.88,0,0,1
5342,15325.44,509674.92,0,0,1
5343,14663.28,229528.2,0,1,0
5344,11607.0,331957.56,0,0,1
5345,18682.8,231266.88,0,1,0
5346,5036.76,296156.76,0,1,0
5347,3313.92,643508.52,0,0,1
5348,16890.0,176260.68,0,1,0
5349,12493.08,474190.08,0,0,1
5350,2187.96,476439.24,0,0,1
5351,1946.64,496575.24,0,0,1
5352,4863.24,630854.16,0,0,1
5353,10645.92,618229.56,0,0,1
5354,22138.56,426104.16,1,0,1
5355,9515.76,450599.4,0,0,1
5356,11305.68,286024.68,0,1,0
5357,11265.48,174292.32,0,0,1
5358,226.8,427082.76,0,0,1
5359,7193.64,222904.92,0,1,0
5360,8157.72,231157.44,0,1,0
5361,7215.12,292801.2,0,0,1
5362,1584.96,620336.88,0,0,1
5363,8916.36,302237.16,0,0,1
5364,8738.28,630180.84,0,0,1
5365,5607.0,403731.12,0,0,1
5366,13259.16,208530.0,0,1,0
5367,3722.4,176075.16,0,1,0
5368,18908.52,551486.88,0,0,1
5369,16443.0,160299.24,0,1,0
5370,19121.16,882650.76,0,0,1
5371,5556.0,507569.52,0,0,1
5372,9433.32,251453.4,0,1,0
5373,8778.12,318064.08,0,1,0
5374,5619.24,324658.68,0,1,0
5375,2629.8,455916.48,0,0,1
5376,10163.52,247918.2,0,1,0
5377,8425.92,689620.8,0,0,1
5378,16579.68,132714.84,0,1,0
5379,17466.12,401460.6,0,0,1
5380,16294.92,520525.32,0,0,1
5381,12391.56,280197.96,0,0,1
5382,9586.32,580033.56,0,0,1
5383,1414.8,175798.32,0,1,0
5384,2816.88,329999.4,0,0,1
5385,10683.24,439578.0,0,0,1
5386,6221.76,223626.12,0,1,0
5387,13494.0,380874.72,0,0,1
5388,17625.48,462262.44,0,0,1
5389,11257.32,160862.52,0,0,1
5390,8664.36,323811.12,0,0,1
5391,7327.68,514798.2,0,0,1
5392,4893.24,222663.84,0,0,1
5393,12686.76,697602.36,0,0,1
5394,15148.8,685905.12,0,0,1
5395,12992.04,269010.72,0,1,0
5396,23639.28,352989.0,1,0,1
5397,9121.2,551056.08,0,0,1
5398,11152.8,277603.92,0,0,1
5399,14127.0,425035.32,0,0,1
5400,3711.24,506719.8,0,0,1
5401,11783.28,461802.36,0,0,1
5402,2401.92,291361.56,0,0,1
5403,19565.76,651881.04,0,0,1
5404,11366.88,339725.88,0,0,1
5405,6448.8,489937.68,0,0,1
5406,15510.84,178310.88,0,1,0
5407,4281.96,473337.96,0,0,1
5408,6001.92,413252.52,0,0,1
5409,16148.52,489634.68,0,0,1
5410,13093.68,239890.08,0,1,0
5411,12306.36,272896.68,0,0,1
5412,4838.88,515921.28,0,0,1
5413,8392.08,443492.16,0,0,1
5414,17349.72,187992.72,0,0,1
5415,11566.8,198735.12,0,1,0
5416,6513.24,631505.04,0,0,1
5417,9203.16,304513.2,0,0,1
5418,9701.16,350554.8,0,0,1
5419,8838.48,556994.16,0,0,1
5420,12913.68,382151.4,0,0,1
5421,8775.72,138121.8,0,1,0
5422,2832.0,458430.12,0,0,1
5423,16589.4,484731.72,0,0,1
5424,10986.84,271036.08,0,1,0
5425,2119.2,587493.12,0,0,1
5426,7680.0,238800.12,0,1,0
5427,11408.16,245229.84,0,1,0
5428,15848.52,349265.28,0,0,1
5429,14436.36,191429.4,0,1,0
5430,16031.28,233786.52,0,0,1
5431,19767.36,193853.52,1,1,0
5432,17212.68,189140.4,0,1,0
5433,3689.76,433451.64,0,0,1
5434,15334.68,247799.16,0,1,0
5435,11980.68,552623.04,0,0,1
5436,6736.08,532847.88,0,0,1
5437,18924.96,182769.84,0,1,0
5438,4944.84,151067.64,0,1,0
5439,21100.92,171267.24,1,1,0
5440,3017.64,232486.68,0,1,0
5441,16237.56,481968.6,0,0,1
5442,122.28,391703.16,0,0,1
5443,11202.6,403597.8,0,0,1
5444,20313.0,284926.08,0,1,0
5445,7959.0,435322.32,0,0,1
5446,618.36,442222.92,0,0,1
5447,9572.88,640787.16,0,0,1
5448,0.0,602927.16,0,0,1
5449,14604.84,753169.2,0,0,1
5450,0.0,539763.48,0,0,1
5451,8902.08,549702.48,0,0,1
5452,5462.16,522160.2,0,0,1
5453,21457.68,314744.52,0,1,0
5454,15045.24,337836.12,0,0,1
5455,11017.08,529353.72,0,0,1
5456,0.0,362903.4,0,0,1
5457,8390.04,210873.96,0,1,0
5458,2064.0,402065.88,0,0,1
5459,15916.2,559044.96,0,0,1
5460,15306.0,480315.48,0,0,1
5461,26969.04,215120.64,1,1,0
5462,11925.24,631747.92,0,0,1
5463,11968.56,417898.2,0,0,1
5464,7828.44,145668.72,0,1,0
5465,13498.68,503868.36,0,0,1
5466,19305.84,440653.2,0,0,1
5467,9319.32,57063.0,0,1,0
5468,10140.24,406742.88,0,0,1
5469,6840.6,505893.72,0,0,1
5470,2237.28,159901.44,0,0,1
5471,0.0,584075.52,0,0,1
5472,17153.88,383945.88,0,0,1
5473,3540.72,473757.0,0,0,1
5474,10758.96,658080.72,0,0,1
5475,18750.36,165051.96,0,1,0
5476,10671.72,396434.88,0,0,1
5477,21668.16,248731.68,0,1,0
5478,16009.32,524453.16,0,0,1
5479,6335.28,681849.84,0,0,1
5480,15384.96,633036.96,0,0,1
5481,11193.96,577982.16,0,0,1
5482,22210.68,258909.12,0,1,0
5483,5462.28,437857.92,0,0,1
5484,8979.48,547523.88,0,0,1
5485,10493.76,401826.24,0,0,1
5486,6464.52,196204.32,0,1,0
5487,10102.2,583380.12,0,0,1
5488,21770.04,339874.08,0,0,1
5489,4388.4,191447.76,0,1,0
5490,4814.16,476240.16,0,0,1
